title,artist,streams
MOONLIGHT SUNRISE,TWICE,3781863
Ahora Dice,Chris Jedi,3780507
Multi Millionaire,Lil Pump,3780278
I Can't Stop Drinking About You,Bebe Rexha,3779654
Every Angel is Terrifying,The Weeknd,3777115
No Church In The Wild,JAY-Z,3776096
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",Metro Boomin,3774924
Space Legend,Porky Slim,3773824
Borderline,Tame Impala,3770401
PURE/HONEY,Beyoncé,3769682
Always Been You,Jessie Murph,3767423
Spin Again,Lil Uzi Vert,3766939
Amor Genuino,Ozuna,3759592
Your New Boyfriend,Wilbur Soot,3754788
Lithuania,Big Sean,3753528
Hey Stephen (Taylor’s Version),Taylor Swift,3749326
Christmas (Baby Please Come Home),Michael Bublé,3749199
Helpless,Phillipa Soo,3748122
Hold Up,Beyoncé,3744640
A Whole New World (End Title),ZAYN,3741479
Too Cool To Die,Post Malone,3739472
Straight Outta Compton,N.W.A.,3738216
Breathe Deeper,Tame Impala,3737719
Cruise,Florida Georgia Line,3737419
End Of Discussion,Rich The Kid,3732938
Twenty One,Khalid,3732908
Fade Away,Logic,3729327
Get It Right,Diplo,3728865
Tie That Binds,Drake,3723700
@ my worst,blackbear,3723421
Try Me,DeJ Loaf,3719893
STILL CHOSE YOU,The Kid LAROI,3719569
Love Yourz,J. Cole,3718146
No Good For You,Meghan Trainor,3717488
Before I Let Go - Homecoming Live Bonus Track,Beyoncé,3715348
Rockstar Knights,Kid Cudi,3708968
Fuck it I love you,Lana Del Rey,3703449
I Know,Big Sean,3702261
VUELVE CANDY B,Bad Bunny,3698229
Losses,Drake,3697564
O Little Town of Bethlehem,Elvis Presley,3697052
Missing My Idols,Trippie Redd,3696134
I Think I'm In Love,Kat Dahlia,3692709
Fire On Fire,Sam Smith,3682386
Killer Queen - Remastered 2011,Queen,3674038
Untouchable,Eminem,3671442
The Code,King Von,3670942
It's Beginning To Look Like Christmas,Bing Crosby,3669308
Famous,21 Savage,3664003
Hey Ya!,Outkast,3663204
Playing Games,Summer Walker,3663139
Racks on Racks,Lil Pump,3659090
Cold December,Rod Wave,3657741
Kiwi,Harry Styles,3654048
Broken Arrows,Avicii,3653700
War,Drake,3652163
FTP,YG,3650906
Hell Of A View,Eric Church,3647718
Snitches & Rats,21 Savage,3646639
Juice WRLD DID,DJ Khaled,3644853
Rule The World,2 Chainz,3638838
CRZY,Kehlani,3638573
Let Somebody Go,Coldplay,3636612
One Day,Lovejoy,3635477
Satish,Tee Grizzley,3635454
1999,Charli XCX,3631809
I Want to Write You a Song,One Direction,3630796
Junya pt 2,Kanye West,3629441
Beautiful Trip,Kid Cudi,3628842
Dionysus,BTS,3628457
Wolves,One Direction,3628400
Culture,Migos,3623389
Dope New Gospel,Lil Wayne,3622162
Lovin’ Me,Kid Cudi,3619796
Had It,Morgan Wallen,3610733
Put On A Smile,Bruno Mars,3610449
Bones,Galantis,3610123
Grass Ain't Greener,Chris Brown,3610085
X,Jonas Brothers,3604395
Treat People With Kindness,Harry Styles,3604033
BATICANO,Bad Bunny,3603661
Over Your Head,Future,3599695
If We Ever Broke Up,Mae Stephens,3598164
Business Is Business (Lil Baby & Gunna),Lil Baby,3596613
alotta cake,Gunna,3593525
love yourself (interlude),XXXTENTACION,3593441
Paradise,Khalid,3593031
Formation,Beyoncé,3592581
AMERICA HAS A PROBLEM,Beyoncé,3582431
I'm Not Goin',Gucci Mane,3579225
Woo,Rihanna,3574683
Astronauts,Future,3573442
Are You With Me,Lost Frequencies,3572694
My Girl,Dylan Scott,3569839
TE DESEO LO MEJOR,Bad Bunny,3564796
Double Up,Nipsey Hussle,3560497
Lady May,Tyler Childers,3559627
Bigger Than Me,Big Sean,3559097
Lord Knows,Meek Mill,3557592
Back At It,Lil Mosey,3556332
Yea Yea,Pop Smoke,3551944
Lovin' On You,Luke Combs,3551391
Now And Then,The Beatles,3548945
GOLD STACKS,Future,3546639
Pumped Up Kicks,Foster The People,3545255
Super Mario World,Logic,3543738
Whole Lotta Choppas,Sada Baby,3542380
Sweet Child O' Mine,Guns N' Roses,3541621
You,benny blanco,3534542
A$AP Ferg,NAV,3532816
Let It Go,Idina Menzel,3532122
Proud of You,Young Stoner Life,3528249
Broke As Fuck,Cordae,3527064
THUNDER Y LIGHTNING,Bad Bunny,3525305
All Day Long,Chance the Rapper,3518520
V. 3005,Childish Gambino,3516647
Bounce Out With That FT. YBN Nahmir,DJ A1,3515866
OPEN A WINDOW,Rex Orange County,3514826
I'm Up,Omarion,3514012
Gotta Lotta,2 Chainz,3510796
I Know,Kanii,3509902
ALL UP IN YOUR MIND,Beyoncé,3509551
Love U Better,Ty Dolla $ign,3509304
wait in the truck,HARDY,3509143
Little Engine,Eminem,3506780
Higher We Go - Intro,Migos,3505522
Pissed Me Off,Lil Durk,3503602
Only You Freestyle,Headie One,3497805
Say It First,Sam Smith,3496085
So Am I,Ava Max,3496028
how you did that,Gunna,3493487
White Horse (Taylor’s Version),Taylor Swift,3492637
#icanteven,The Neighbourhood,3490292
XXL,DaBaby,3487363
Before The Day Is Over,Joji,3487033
Costa Rica,Bankrol Hayden,3483496
Make It To Christmas,Alessia Cara,3480351
Realer N Realer,Future,3480320
The Beautiful & Damned,G-Eazy,3479975
iPHONE,DaBaby,3479908
Gnat,Eminem,3479647
I Can Show You,Lil Uzi Vert,3477683
Neck & Wrist,Pusha T,3464946
EL MAKINON,KAROL G,3464734
Living Proof,Camila Cabello,3462646
Farewell,Eminem,3460411
The Light,Juice WRLD,3460117
WHARF TALK,"Tyler, The Creator",3459394
Never Love Again,Eminem,3452780
Sunshine,Steve Lacy,3448173
MALDITA POBREZA,Bad Bunny,3444532
PA' ROMPERLA,Bad Bunny,3440022
Clique,Kanye West,3438231
Cross The Globe,Lil Durk,3436338
Sasuke,Lil Uzi Vert,3435305
Forever & Always (Taylor’s Version),Taylor Swift,3434413
Confess,Logic,3433777
Carter Son,YoungBoy Never Broke Again,3432079
LET GO,Central Cee,3428650
Wanted,OneRepublic,3428061
Auto Pilot,Migos,3424635
P FKN R,Bad Bunny,3423174
Split,Yeat,3422549
Ye vs. the People (starring TI as the People),Kanye West,3421826
Outstanding,Gunna,3420408
PRICE OF FAME,Brent Faiyaz,3420338
Stranger Things,Kygo,3419542
Elsie's Baby Boy (flashback),Kid Cudi,3418722
Mood Ring,Lorde,3418017
Old Town Road,Lil Nas X,3416371
Drunk Me,Mitchell Tenpenny,3416040
From My Window,Juice WRLD,3415508
Run BTS,BTS,3414062
Levels,Avicii,3408508
Hero,Family of the Year,3407009
Old Town Road,Lil Nas X,3405474
Warriors,Imagine Dragons,3404000
LOU LOU,Gabito Ballesteros,3402793
Rainbow,Kacey Musgraves,3401734
Blind Heart,CAZZETTE,3397611
Need 2,Pinegrove,3393609
Up,Desiigner,3389029
White Christmas,Dean Martin,3383506
Sept. 16,Kid Cudi,3372408
Zoo York,Lil Tjay,3371454
The Schuyler Sisters,Renée Elise Goldsberry,3369730
Fact,Ghostluvme,3368768
Knocked Off,YoungBoy Never Broke Again,3366458
Grandpa's Space Ship,Logic,3364813
FEEFA,6ix9ine,3362696
One Last Song,Sam Smith,3362441
Heavy,Nigo,3357350
Telephone Calls,A$AP Mob,3356137
Christmas Time,The Platters,3352294
Landslide,Fleetwood Mac,3349355
Pretty Mami,Lil Uzi Vert,3346647
Where Do Broken Hearts Go,One Direction,3345002
Choker,Twenty One Pilots,3341711
Novacandy,Post Malone,3340864
Come This Way,Lil Uzi Vert,3339883
Don't Stop The Music,Rihanna,3337827
All Me,Kehlani,3335549
Out Of Luck,Lil Tecca,3335467
You And Your Friends,Wiz Khalifa,3333666
Mamaw's House,Thomas Rhett,3331610
Forever,Lil Baby,3329915
New Thang,Redfoo,3329905
Habitual,Justin Bieber,3328007
Take Me Back to London,Ed Sheeran,3327279
American Pie,Don McLean,3326067
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap,3325430
People,Libianca,3324622
Like I Love Country Music,Kane Brown,3323924
Downtown,Anitta,3323261
UNA NOCHE EN MEDELLÍN - REMIX,KAROL G,3320797
a&t,21 Savage,3318069
Man With The Bag,Jessie J,3317332
GOLDWING,Billie Eilish,3316425
Only Wanna Be With You - Pokémon 25 Version,Post Malone,3316225
100 Grandkids,Mac Miller,3311604
I Believe,Jonas Brothers,3309348
30 Hours,Kanye West,3308279
FOR FUN,Lil Uzi Vert,3307861
Where Have You Been,Rihanna,3307657
I Don't Sleep (ft. Takeoff),Lil Wayne,3307469
All Around Me,Justin Bieber,3307453
Pretty Girls,Britney Spears,3304037
En Paris,El Chachito,3302960
Show & Tell,Melanie Martinez,3294423
blazed,Ariana Grande,3291726
Testimony,Kodak Black,3288465
Icy,Logic,3288006
Self-Made,Bryson Tiller,3287581
Merry Christmas Darling - Album Version/Remix,Carpenters,3287087
back to the moon,Gunna,3286741
The Little Drummer Boy - Remastered 2006,Bing Crosby,3282480
Life Changes,Thomas Rhett,3281252
Dance of the Sugar Plum Fairy,Pentatonix,3280796
Don't Understand,Post Malone,3280627
Cry Alone,Lil Peep,3279569
Thank God It's Christmas - Non-Album Single,Queen,3277654
Ronan (Taylor's Version),Taylor Swift,3277110
Zoom,Future,3275081
Margaritaville,Jimmy Buffett,3275014
Molly,Lil Pump,3268192
Better,ZAYN,3267461
REALLY,DaBaby,3267414
This Is How We Roll,Florida Georgia Line,3265387
Under The Mistletoe,Kelly Clarkson,3262026
Don't Say,The Chainsmokers,3259153
CHICKENS,Future,3257667
Red Eye,YoungBoy Never Broke Again,3257184
ICONIC (ft. Jaden Smith),Logic,3256480
Hate Me,Trippie Redd,3253897
Die 4 Me,Halsey,3249025
CC,Migos,3246020
HANDGUN,YG,3244661
I'd Do Anything To Make You Smile,Jack Harlow,3243873
Werewolf,Lil Uzi Vert,3235642
Light,Big Sean,3234655
No Opp Left Behind,21 Savage,3234291
Alfred - Interlude,Eminem,3233218
Rockin' Around the Christmas Tree - Rerecorded Version,Brenda Lee,3233030
On Top Of The World,Imagine Dragons,3224701
Saturnz Barz,Gorillaz,3224217
De Museo,Bad Bunny,3222772
Immortals,Fall Out Boy,3209927
Second Emotion,Justin Bieber,3209589
Bundles,Kayla Nicole,3203317
No Se Va,Grupo Frontera,3202808
Use Me,Future,3200582
Neon Light,Blake Shelton,3199670
She Calls Me Back,Noah Kahan,3191578
Midnight City,M83,3180318
Switch,6LACK,3177358
Vamp Anthem,Playboi Carti,3176114
Are You Entertained,Russ,3174780
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,3174227
Orphans,Coldplay,3172720
Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],Internet Money,3172213
Snooze (Acoustic),SZA,3171959
Cold December Night,Michael Bublé,3170669
Rake It Up,Yo Gotti,3170198
NIGHT RIDER,Joji,3168805
Take Two,BTS,3165124
Danger Zone,Kenny Loggins,3163560
Self Medication,Logic,3150181
Love on the Weekend,John Mayer,3149746
Incredible,Future,3149581
CAREFUL,NF,3148281
Midsummer Madness,88rising,3146548
Wrist,Chris Brown,3146047
Boredom,"Tyler, The Creator",3144251
Still Learning,Halsey,3142562
Ruff Ryders' Anthem,DMX,3141984
NYMPHOLOGY,Melanie Martinez,3141263
In The Dark,YG,3141090
Silverado For Sale,Morgan Wallen,3138691
Will - Remix,Joyner Lucas,3137876
I Will,Eminem,3135556
Nights,Frank Ocean,3133867
When I’m Alone,Post Malone,3130853
BABY DADDY,Lil Yachty,3130010
Hey Angel,One Direction,3129626
Breezeblocks,alt-J,3124068
Make It Back,Juice WRLD,3122519
A-YO,Lady Gaga,3121931
HOY COBRÉ,Bad Bunny,3118832
1AM FREESTYLE,Joji,3117596
Running Over,Justin Bieber,3117372
untitled 05 | 09.21.2014.,Kendrick Lamar,3117190
03' Adolescence,J. Cole,3115766
The Pale Moonlight,Kid Cudi,3109673
No Auto,Lil Uzi Vert,3109330
One Of Them,G-Eazy,3108571
Aquí Te Espero,Ivan Cornejo,3105509
MALA,6ix9ine,3103586
Big,Juice WRLD,3103124
MOTTO,NF,3102873
I Need Your Love,Shaggy,3101878
LA Devotee,Panic! At The Disco,3101029
January 28th,J. Cole,3099000
Malibu,Migos,3097760
Chasing Pavements,Adele,3095435
Frank's Track,Kanye West,3094359
Wondering Why,The Red Clay Strays,3089930
You Make My Dreams,Daryl Hall & John Oates,3088879
25 million,Roddy Ricch,3088500
Burberry faygo,Lil Adrei,3087417
Hypnotize - 2014 Remaster,The Notorious B.I.G.,3086275
That’s When,Taylor Swift,3083215
borderline,Ariana Grande,3080079
I Guess I Just Feel Like,John Mayer,3076272
Stay Woke,Meek Mill,3074359
Lemon - Edit,N.E.R.D,3071087
Government Official,Future,3069140
Shots,Imagine Dragons,3067934
Worst Day,Future,3067934
Patience,Lil Uzi Vert,3067377
Fourth Of July,Fall Out Boy,3067370
Pressurelicious,Megan Thee Stallion,3065039
UGH!,BTS,3063296
Yellow Flicker Beat,Lorde,3062746
Demon High,Lil Uzi Vert,3060822
Walking in the Wind,One Direction,3057425
My Type,The Chainsmokers,3055436
No Complaints,Noah Kahan,3050608
Call Your Mom,Noah Kahan,3049627
O Holy Night,Mariah Carey,3049090
Fukk Sleep,A$AP Rocky,3047787
Too Much Jewelry,Migos,3047410
Hips Don't Lie,Shakira,3046993
BLAME IT ON BABY,DaBaby,3044685
Genesis,$uicideboy$,3044292
Lose It,Kane Brown,3044219
Vibez,ZAYN,3042913
IDOL,BTS,3042694
O Holy Night,Etta James,3041640
S&M,Rihanna,3041506
What You See Is What You Get,Luke Combs,3040970
Relocate,Juice WRLD,3039532
Filter,BTS,3038022
YELL OH,Trippie Redd,3036879
None Of Your Concern,Jhené Aiko,3034448
It Ain’t Me,Kygo,3030008
Low Lights,Kanye West,3028074
Big Amount,2 Chainz,3026969
Hit My Line,Logic,3026006
Balenciaga Challenge,6LACK,3024849
Or Nah,Ty Dolla $ign,3023824
Left Hand Free,alt-J,3023798
U-Digg,Lil Baby,3021707
Growing Pains,Alessia Cara,3017331
Visiting Hours,Ed Sheeran,3015619
Young Harleezy,Jack Harlow,3013463
BANG!,Trippie Redd,3013147
Wings,Mac Miller,3012555
Long Way Down,One Direction,3008273
Leave Me Alone,NF,3005807
777,Bruno Mars,3002963
Payday,Doja Cat,3000458
Money Spread,Lil Uzi Vert,2996156
Better Believe,Belly,2994003
Coffee,Miguel,2993250
Meet Me in the Hallway,Harry Styles,2989641
Breathe,Taylor Swift,2984975
Johnny P's Caddy,Benny The Butcher,2984850
On Me (Remix),Lil Baby,2984541
Be The One,Dua Lipa,2984255
Materialism as a Means to an End,$uicideboy$,2984110
Wesley's Theory,Kendrick Lamar,2981799
Naked,Doja Cat,2980526
No Where,YoungBoy Never Broke Again,2978509
Shooters,Tory Lanez,2977326
Thousand Miles,Miley Cyrus,2972400
Church Bells,Carrie Underwood,2971951
My Time,BTS,2970319
Personal,HRVY,2967274
Sign Me Up,Post Malone,2967039
Jesus Lord pt 2,Kanye West,2959509
Bloodstream,The Chainsmokers,2952689
I'll Wait,Kygo,2951528
BEST INTEREST,"Tyler, The Creator",2951141
Rosa Pastel,Peso Pluma,2950272
Available,Justin Bieber,2949978
100 Bands,Mustard,2949593
The Fighter,Keith Urban,2946846
La Modelo,Lean Trap,2946201
GP4,Logic,2945438
Saint Laurent Mask,Huncho Jack,2944481
ASAP,NewJeans,2939697
A Marshmallow World,Darlene Love,2939446
Two Ghosts,Harry Styles,2938521
Zombie,The Cranberries,2934090
GODS,League of Legends,2933870
Woman,Harry Styles,2929995
Get Up,NewJeans,2929929
"""Hit the Quan"" #HTQ",iLoveMemphis,2929154
Jamais Vu,BTS,2928538
VOID,Lil Nas X,2928489
Young Wheezy,NAV,2927056
No Time Wasted,Polo G,2925634
COMMANDO,Logic,2925504
My All,Polo G,2922836
Ex To See,Sam Hunt,2921535
if looks could kill,Destroy Lonely,2921016
Floyd Mayweather,Young Thug,2917311
Her,Megan Thee Stallion,2910750
Where Were You In The Morning?,Shawn Mendes,2898639
Donald Trump,Mac Miller,2898538
Steppin On Niggas,21 Savage,2897755
Cheerleader - Felix Jaehn vs Salaam Remi Remix,OMI,2896978
Still Into You,Paramore,2896253
Woman,Kesha,2895354
Blessings,Chance the Rapper,2893519
My Shot,Lin-Manuel Miranda,2893396
Work Out,Chance the Rapper,2887286
TUNNEL VISION,Melanie Martinez,2887106
SWAG,YG,2886585
"Wu Tang Forever (ft. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA)",Logic,2883039
Same Ol’ Mistakes,Rihanna,2881628
Naked,James Arthur,2880321
Yungen,Rod Wave,2878159
4 Da Kidz,Kid Cudi,2872841
Only You,Cheat Codes,2872646
HOLY GHOST,Future,2870492
Flood My Wrist,A Boogie Wit da Hoodie,2869039
Young And Beautiful,Lana Del Rey,2867394
18,One Direction,2865060
Bluffin',Khalid,2863553
MODUS,Joji,2862755
Feelings,Maroon 5,2862402
100 Miles and Running (ft. Wale & John Lindahl),Logic,2859687
Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,2858602
Diva,The Kid LAROI,2858129
Rude Boy,Rihanna,2856424
EL MUNDO ES MÍO,Bad Bunny,2853501
Me Gusta,Anitta,2851071
Jennifer’s Body,Ken Carson,2850594
RIP Luv,21 Savage,2850453
Amped,Lil Uzi Vert,2848771
Money Talk,Rich The Kid,2848127
1Hunnid,K CAMP,2848094
Pullin Up,Meek Mill,2846586
labour,Paris Paloma,2845353
sHe,ZAYN,2840445
Monster,Meek Mill,2839920
All Too Well,Taylor Swift,2839698
Cops Shot The Kid,Nas,2836755
Heartbroken,Diplo,2836300
It Might Be Time,Tame Impala,2832826
Lord I Know,Kid Cudi,2830853
NASTY - Extended Version,Russ,2825709
Phantom Regret by Jim,The Weeknd,2822528
Tell Me Why (Taylor’s Version),Taylor Swift,2821290
Someday At Christmas,Stevie Wonder,2820961
Hallelujah,Logic,2819694
Tic Toc,Rich The Kid,2818791
Ride Out,Kid Ink,2817133
Real Baby Pluto,Future,2814589
TEMPTATION,Joey Bada$$,2813088
Clueless,Polo G,2812193
Ignition (Remix),R. Kelly,2810645
Love To Dream,Doja Cat,2806648
Dissolve,Joji,2806552
Motion,Khalid,2806375
LA DROGA,Bad Bunny,2805123
You’re Not Sorry (Taylor’s Version),Taylor Swift,2803571
I Got A Shot,Jack Harlow,2800707
LONDON,BIA,2799533
Intro,Meek Mill,2796945
Paris to Tokyo,Fivio Foreign,2793979
Hark! The Herald Angels Sing/It Came Upon A Midnight Clear - Medley / Remastered 2006,Bing Crosby,2793192
Snitching,Pop Smoke,2792651
Golden,Travie McCoy,2791723
Toxic,Polo G,2791297
Dark Necessities,Red Hot Chili Peppers,2790352
Head Above Water,Avril Lavigne,2790156
ACHO PR,Bad Bunny,2789020
Mercy,Brett Young,2787788
Eyes Closed,Halsey,2786863
911,Lady Gaga,2782177
Put It All on Me,Ed Sheeran,2779647
Mas Rica Que Ayer,Anuel AA,2778944
Water (Drowning Pt. 2),A Boogie Wit da Hoodie,2778933
Parade on Cleveland,Young Thug,2778915
BeFoUr,ZAYN,2776373
Snake Skin,Trippie Redd,2776098
Euthanasia,Post Malone,2775873
Excuse Me,A$AP Rocky,2774928
A Night To Remember,beabadoobee,2772318
Ink Blot,Logic,2769358
Life is Beautiful,Lil Peep,2769025
Can I,Kehlani,2766402
IT GIRL,Aliyah's Interlude,2765973
BLEED,The Kid LAROI,2764279
Nothing Without Love,Nate Ruess,2760884
I Want,MadeinTYO,2758962
1000 Nights,Ed Sheeran,2757474
Crazy in Love,Sofia Karlberg,2751788
Stain,A Boogie Wit da Hoodie,2749206
The Shoe Fits,Drake,2747723
"Pain, Sweet, Pain",Zach Bryan,2746286
Content,Bo Burnham,2745028
V12,iann dior,2743447
EL BAÑO,Enrique Iglesias,2743173
Finally // beautiful stranger,Halsey,2740706
working,Tate McRae,2739258
Blueberry Eyes,MAX,2737311
Up To Something,Metro Boomin,2736193
Mahogany,Lil Wayne,2736031
Don't Get Too High,Bryson Tiller,2734553
schizophrenia,XXXTENTACION,2732712
Curtains,Ed Sheeran,2732649
"Givin’ Up (Not The One) (Don Toliver & 21 Savage, 2 Chainz)",Don Toliver,2731379
Selfish Love,DJ Snake,2730272
We Wish You A Merry Christmas,John Denver,2727461
What That Speed Bout!?,Mike WiLL Made-It,2724797
Que Se Joda,Anuel AA,2722902
<3,Bad Bunny,2721360
Tycoon,Future,2721310
Stay Blessed,Bryson Tiller,2718826
Dance with Me,Diplo,2717554
Gucci Flip Flops,Bhad Bhabie,2717526
The Plan,G-Eazy,2717142
Stand On It,Lil Baby,2715478
No morë talk,Yeat,2714685
You,Miley Cyrus,2713887
Me On Whiskey,Morgan Wallen,2713150
Smithereens,Twenty One Pilots,2711939
Amazing Grace (My Chains Are Gone),Pentatonix,2711213
No Pressure - intro,Logic,2711112
MOVE,Beyoncé,2707278
D.M.B.,A$AP Rocky,2707136
vice city,XXXTENTACION,2707098
Tough Love,Avicii,2703603
Drop,G-Eazy,2703532
MAMACITA,Tyga,2702433
LIGHTSKIN SH*T,DaBaby,2699503
Grace,Lil Baby,2697734
My Ordinary Life,The Living Tombstone,2696487
High Demand,Future,2696222
LIFE AFTER SALEM,Lil Nas X,2694516
High For Hours,J. Cole,2694117
From The Garden,Isaiah Rashad,2689815
Levitate,Twenty One Pilots,2687816
SAFARI,"Tyler, The Creator",2686967
Roller Coaster,Luke Bryan,2686198
Pelle Coat,Lil Durk,2684748
Dance Now,JID,2683569
Roaring 20s,Panic! At The Disco,2683235
Snitches & Rats (Interlude),21 Savage,2681840
Coffee (F***ing),Miguel,2681654
ONE MORE TIME,blink-182,2678902
M3tamorphosis,Playboi Carti,2678856
Forgot About Dre,Dr. Dre,2678337
Mariners Apartment Complex,Lana Del Rey,2677352
Said N Done,21 Savage,2676975
East Atlanta Love Letter,6LACK,2676623
My Favorite Part,Mac Miller,2676406
Rudolph The Red Nosed Reindeer,Burl Ives,2672449
Stick,Dreamville,2671791
Wait for It,Leslie Odom Jr.,2671780
PROLLY HEARD,DaBaby,2669146
No New Friends,Sia,2667702
Respect The Game,Meek Mill,2667062
How Bout Now,Drake,2662955
Angels & Demons,Jaden Hossler,2660985
Vulnerable,Selena Gomez,2659771
Mannequin Challenge,Young Thug,2658915
Jealous,DJ Khaled,2658371
Waffle House,Jonas Brothers,2656423
31 DAYS,Future,2655790
NO HALO,BROCKHAMPTON,2655785
Tic Tac Toe,Meek Mill,2651817
Painting Pictures,Polo G,2649851
Rewrite The Stars,James Arthur,2644274
Hey Brother,Avicii,2643789
Circles,Megan Thee Stallion,2643098
Institutionalized,Kendrick Lamar,2640239
Revenge,Joyner Lucas,2639035
Saturday,Twenty One Pilots,2638034
Nakamura,Lil Uzi Vert,2636960
These Walls,Kendrick Lamar,2636531
Shut up My Moms Calling - (Sped Up),Hotel Ugly,2635638
Intro : Persona,BTS,2635632
Louder than bombs,BTS,2633818
Family,The Chainsmokers,2633563
Life Of The Party,Kanye West,2630531
I Tried Loving,Trippie Redd,2630052
Del Mar,Ozuna,2628876
MP5,Trippie Redd,2625798
!,Trippie Redd,2625768
2/Catorce,Rauw Alejandro,2625227
Renegade,Big Red Machine,2624599
Bring Dem Things,French Montana,2623593
Fly To My Room,BTS,2622619
Lesbian,Metro Boomin,2621653
BIGGEST ALLEY OOP,Quavo,2621644
This Christmas,Christina Aguilera,2621450
Sleazy Flow,SleazyWorld Go,2620563
Nervous,Famous Dex,2619725
The Motion,Drake,2618864
Red Button,Drake,2617845
Tick Tock,Joji,2617431
Ever Since New York,Harry Styles,2616199
Party Lyfe,Polo G,2616115
Rollercoaster,Jonas Brothers,2615654
Who Needs Love,Tory Lanez,2613636
Movie Star,Jack Harlow,2612864
Really Don't Care,Demi Lovato,2612536
DUELE EL CORAZON,Enrique Iglesias,2612019
LAMB TALK,Quavo,2609634
Eternal,Chance the Rapper,2609617
POP/STARS,K/DA,2609517
Paradise - Extended,Big Sean,2607575
Typa Girl,BLACKPINK,2606708
OverHeated,Billie Eilish,2606685
Sober,Lorde,2604364
Dancing With The Devil,Demi Lovato,2599733
Follow You,Imagine Dragons,2598098
Burn The Hoods,Ski Mask The Slump God,2596366
Anziety,Logic,2596243
Infrared,Pusha T,2593342
JUST LIKE YOU,NF,2592204
the BLACK seminole.,Lil Yachty,2591802
The Foundations of Decay,My Chemical Romance,2588910
all I know,Machine Gun Kelly,2587689
The Christmas Song (Shawn Mendes & Camila Cabello),Shawn Mendes,2587204
Me And My Broken Heart,Rixton,2586011
Made For You,Jake Owen,2585516
(Fuck A) Silver Lining,Panic! At The Disco,2584305
Andromeda,Gorillaz,2584084
Kings of Summer - Single Version,ayokay,2583063
Real Thing,Tory Lanez,2582189
O Tannenbaum,Nat King Cole,2581975
BIG PURR (Prrdd),Coi Leray,2581442
simple times,Kacey Musgraves,2580370
Whole Lotta Lovin',Mustard,2579198
Like Home,Eminem,2577891
Wildest Dreams,Taylor Swift,2577655
Bohemian Rhapsody,Panic! At The Disco,2576561
Blue & Grey,BTS,2576410
Fucking Your Culture,$uicideboy$,2576408
Alien,Sabrina Carpenter,2575274
Lil Bit,K CAMP,2573236
Cinnamon Girl,Lana Del Rey,2572714
Mile High,James Blake,2572352
Haute,Tyga,2569378
1000 Blunts,$uicideboy$,2568913
Dead or Alive,Lil Tecca,2568111
Ex Bitch,XXXTENTACION,2567221
Telepathy,BTS,2566695
YSIV,Logic,2565507
Ascension,Gorillaz,2563478
Go Off,Lil Uzi Vert,2562080
Amazing Grace,Andrew Andraos,2561676
Fractions,Nicki Minaj,2559947
Watercolor Eyes,Lana Del Rey,2559890
WE JUS WANNA GET HIGH,Future,2556310
From The D 2 The LBC,Eminem,2556138
Alone,Marshmello,2555309
Side Piece,Jack Harlow,2552215
Sex with My Ex,Lil Peep,2551967
Bring It Back,Trouble,2549468
Go,Huncho Jack,2549149
Alice,Lady Gaga,2548953
Trust Issues,Drake,2546664
TUS GAFITAS,KAROL G,2545994
West Coast Shit,Pop Smoke,2545924
Run Up the Racks,21 Savage,2543477
Wells Fargo,Dreamville,2539859
Player,Tinashe,2538517
Fear Inoculum,TOOL,2537864
Or Nah,Ty Dolla $ign,2537050
TOP FLOOR,Gunna,2534548
Fight Night,Migos,2533473
Don’t You (Taylor’s Version) (From The Vault),Taylor Swift,2531403
We Were Happy (Taylor’s Version) (From The Vault),Taylor Swift,2530194
Check,Meek Mill,2530156
Tonight Belongs To U!,Jeremih,2528072
Forever Ever,Trippie Redd,2527059
you were good to me (bonus track),Jeremy Zucker,2525981
Loyalty Before Royalty,Trippie Redd,2525780
Hablamos Mañana,Bad Bunny,2524784
All In,Lil Baby,2523123
Bad Bitch From Tokyo (Intro),Pop Smoke,2520737
Feel Alone,Juice WRLD,2520253
Freedom,Pharrell Williams,2519009
BOY BYE,BROCKHAMPTON,2518676
VOODOO,Future,2517758
Pop Style,Drake,2517650
Nothing Left For You,Sam Smith,2517602
"Mama, I’m Sorry",Lil Uzi Vert,2516476
thought it was,iann dior,2516103
Sugar Rush Ride,TOMORROW X TOGETHER,2514311
How To Talk,Lil Uzi Vert,2514306
Her Way,PARTYNEXTDOOR,2513457
Secrets,Tiësto,2513066
RERUN,Quavo,2512755
Off Deez,JID,2512000
Lonely Tonight,Blake Shelton,2509989
My Kind Of Present,Meghan Trainor,2508381
Hard Piano,Pusha T,2507977
What The Price,Migos,2507660
Crowded Room,Selena Gomez,2505218
Divine Sorrow,Wyclef Jean,2504557
No Peace,Sam Smith,2504528
Demon Time,Trippie Redd,2503491
Belly (Lil Baby & Gunna),Lil Baby,2502978
